"Date and Time","snr","rssi"
"06/01/2023 02:06:21 pm","6.2","-89"
"06/01/2023 02:06:10 pm","3.8",""
"06/01/2023 02:06:10 pm","","-87"
"06/01/2023 02:05:48 pm","9","-85"
"06/01/2023 02:05:37 pm","9.8",""
"06/01/2023 02:05:37 pm","","-87"
"06/01/2023 02:05:26 pm","9",""
"06/01/2023 02:05:26 pm","","-88"
"06/01/2023 02:05:15 pm","9",""
"06/01/2023 02:05:15 pm","","-90"
"06/01/2023 02:04:53 pm","7.2","-87"
"06/01/2023 02:04:42 pm","9.2","-87"
"06/01/2023 02:04:31 pm","5.8","-87"
"06/01/2023 02:04:09 pm","8.2","-88"
"06/01/2023 02:03:58 pm","9.5","-87"
"06/01/2023 02:03:47 pm","9.2","-89"
"06/01/2023 02:03:25 pm","5","-88"
"06/01/2023 02:03:03 pm","7",""
"06/01/2023 02:03:03 pm","","-90"
"06/01/2023 02:02:52 pm","9.2",""
"06/01/2023 02:02:52 pm","","-90"
"06/01/2023 02:02:41 pm","5.5","-90"
"06/01/2023 02:02:19 pm","7","-85"
"06/01/2023 02:01:57 pm","7.2","-87"
"06/01/2023 02:01:46 pm","9","-87"
"06/01/2023 02:01:35 pm","1",""
"06/01/2023 02:01:35 pm","","-84"
"06/01/2023 02:01:24 pm","10.2",""
"06/01/2023 02:01:24 pm","","-87"
"06/01/2023 02:01:13 pm","8.5","-87"
"06/01/2023 02:00:51 pm","9","-90"
"06/01/2023 02:00:40 pm","8.2",""
"06/01/2023 02:00:40 pm","","-85"
"06/01/2023 02:00:29 pm","6.2","-84"
"06/01/2023 02:00:18 pm","9.2","-88"
"06/01/2023 01:59:45 pm","9.2",""
"06/01/2023 01:59:45 pm","","-88"
"06/01/2023 01:59:23 pm","9.5","-87"
"06/01/2023 01:59:01 pm","9.8","-87"
"06/01/2023 01:58:50 pm","6.5","-87"
"06/01/2023 01:58:39 pm","8.2","-93"
"06/01/2023 01:58:28 pm","8.8","-89"
"06/01/2023 01:58:17 pm","8.8","-85"
"06/01/2023 01:57:55 pm","10",""
"06/01/2023 01:57:55 pm","","-87"
"06/01/2023 01:57:44 pm","8.5",""
"06/01/2023 01:57:44 pm","","-90"
"06/01/2023 01:57:33 pm","8.5",""
"06/01/2023 01:57:33 pm","","-87"
"06/01/2023 01:57:11 pm","10.2","-88"
"06/01/2023 01:57:00 pm","6.5","-85"
"06/01/2023 01:56:49 pm","8.5",""
"06/01/2023 01:56:49 pm","","-87"
"06/01/2023 01:56:26 pm","9.8",""
"06/01/2023 01:56:26 pm","","-88"
"06/01/2023 01:56:16 pm","6.8",""
"06/01/2023 01:56:15 pm","","-89"
"06/01/2023 01:56:05 pm","9.8",""
"06/01/2023 01:56:05 pm","","-87"
"06/01/2023 01:55:31 pm","-7.2",""
"06/01/2023 01:55:31 pm","","-85"
"06/01/2023 01:55:20 pm","9",""
"06/01/2023 01:55:20 pm","","-88"
"06/01/2023 01:55:09 pm","8.2",""
"06/01/2023 01:55:09 pm","","-89"
"06/01/2023 01:54:47 pm","8.8","-93"
"06/01/2023 01:54:36 pm","8.8","-95"
"06/01/2023 01:54:25 pm","7.2","-95"
"06/01/2023 01:54:04 pm","8.2",""
"06/01/2023 01:54:04 pm","","-97"
"06/01/2023 01:53:52 pm","8.8","-96"
"06/01/2023 01:53:41 pm","6.5","-93"
"06/01/2023 01:53:19 pm","8.2","-96"
"06/01/2023 01:53:08 pm","6.5",""
"06/01/2023 01:53:08 pm","","-95"
"06/01/2023 01:52:46 pm","8.5","-94"
"06/01/2023 01:52:35 pm","5.8","-84"
"06/01/2023 01:52:24 pm","9.5",""
"06/01/2023 01:52:24 pm","","-90"
"06/01/2023 01:52:13 pm","4.5","-81"
"06/01/2023 01:51:51 pm","9.2",""
"06/01/2023 01:51:51 pm","","-92"
"06/01/2023 01:51:29 pm","10.2",""
"06/01/2023 01:51:29 pm","","-90"
"06/01/2023 01:51:20 pm","7.2",""
"06/01/2023 01:51:20 pm","","-85"
"05/29/2023 05:05:18 pm","10.2","-83"
"05/29/2023 05:05:07 pm","7.2","-85"
"05/29/2023 05:04:45 pm","9.5","-84"
"05/29/2023 05:04:34 pm","9.2","-85"
"05/29/2023 05:04:23 pm","8.8","-87"
"05/29/2023 05:04:12 pm","9.5",""
"05/29/2023 05:04:12 pm","","-87"
"05/29/2023 05:03:50 pm","8.2",""
"05/29/2023 05:03:50 pm","","-89"
"05/29/2023 05:03:39 pm","7.5","-90"
"05/29/2023 05:03:28 pm","9.8",""
"05/29/2023 05:03:28 pm","","-85"
"05/29/2023 05:03:17 pm","9.2","-83"
"05/29/2023 05:02:55 pm","7.5","-84"
"05/29/2023 05:02:44 pm","8.8","-83"
"05/29/2023 05:02:33 pm","9.5","-85"
"05/29/2023 05:02:22 pm","9.5","-83"
"05/29/2023 05:02:11 pm","11",""
"05/29/2023 05:02:11 pm","","-82"
"05/29/2023 05:01:49 pm","8.2","-87"
"05/29/2023 05:01:27 pm","10","-92"
"05/29/2023 05:01:16 pm","0.8",""
"05/29/2023 05:01:16 pm","","-102"
"05/29/2023 05:01:05 pm","8.2","-93"
"05/29/2023 05:00:54 pm","10.5",""
"05/29/2023 05:00:54 pm","","-97"
"05/29/2023 05:00:44 pm","9","-94"
"05/29/2023 05:00:22 pm","0.8",""
"05/29/2023 05:00:22 pm","","-112"
"05/29/2023 05:00:11 pm","-4","-96"
"05/29/2023 04:57:00 pm","9.5",""
"05/29/2023 04:57:00 pm","","-90"
"05/29/2023 04:56:38 pm","9.2",""
"05/29/2023 04:56:38 pm","","-93"
"05/29/2023 04:56:27 pm","6.8",""
"05/29/2023 04:56:27 pm","","-87"
"05/29/2023 04:56:16 pm","8.8","-95"
"05/29/2023 04:56:05 pm","9.2","-89"
"05/29/2023 04:55:43 pm","6.8",""
"05/29/2023 04:55:43 pm","","-101"
"05/29/2023 04:55:32 pm","3.5",""
"05/29/2023 04:55:32 pm","","-103"
"05/29/2023 04:55:10 pm","8.8","-87"
"05/29/2023 04:54:59 pm","8.8","-84"
"05/29/2023 04:54:37 pm","9.5","-84"
"05/29/2023 04:54:15 pm","8.2",""
"05/29/2023 04:54:15 pm","","-95"
"05/29/2023 04:54:04 pm","9.2","-91"
"05/29/2023 04:53:53 pm","7.2",""
"05/29/2023 04:53:53 pm","","-87"
"05/29/2023 04:53:42 pm","7","-100"
"05/29/2023 04:53:09 pm","5.5",""
"05/29/2023 04:53:09 pm","","-97"
"05/29/2023 04:52:47 pm","10.2","-89"
"05/29/2023 04:52:37 pm","6.2",""
"05/29/2023 04:52:37 pm","","-87"
"05/29/2023 04:52:26 pm","5.2",""
"05/29/2023 04:52:26 pm","","-85"
"05/29/2023 04:51:56 pm","7.8",""
"05/29/2023 04:51:56 pm","","-89"
"05/29/2023 04:51:45 pm","0.5",""
"05/29/2023 04:51:45 pm","","-96"
"05/29/2023 04:51:35 pm","7.5","-90"
"05/29/2023 04:50:23 pm","9.5",""
"05/29/2023 04:50:23 pm","","-85"
"05/29/2023 04:50:12 pm","11.2",""
"05/29/2023 04:50:12 pm","","-82"
"05/29/2023 04:50:01 pm","8.2","-87"
"05/29/2023 04:49:39 pm","10.5",""
"05/29/2023 04:49:39 pm","","-84"
"05/29/2023 04:49:28 pm","-5",""
"05/29/2023 04:49:28 pm","","-84"
"05/29/2023 04:49:06 pm","9.5","-95"
"05/29/2023 04:48:55 pm","10.5","-87"
"05/29/2023 04:48:44 pm","8.2","-85"
"05/29/2023 04:48:33 pm","10.2","-84"
"05/29/2023 04:48:11 pm","11.2","-81"
"05/29/2023 04:48:00 pm","9.2","-85"
"05/29/2023 04:47:38 pm","10.8",""
"05/29/2023 04:47:38 pm","","-87"
"05/29/2023 04:47:27 pm","11",""
"05/29/2023 04:47:27 pm","","-91"
"05/29/2023 04:47:16 pm","10",""
"05/29/2023 04:47:16 pm","","-84"
"05/29/2023 04:46:54 pm","10.2","-85"
"05/29/2023 04:46:43 pm","10.2","-83"
"05/29/2023 04:46:32 pm","7","-89"
"05/29/2023 04:46:10 pm","9.8","-85"
"05/29/2023 04:45:59 pm","11.5",""
"05/29/2023 04:45:59 pm","","-90"
"05/29/2023 04:45:48 pm","8.2","-89"
"05/29/2023 04:45:26 pm","11.8","-88"
"05/29/2023 04:45:16 pm","8.5","-88"
"05/29/2023 04:44:14 pm","5.5","-93"
"05/29/2023 04:42:39 pm","11",""
"05/29/2023 04:42:39 pm","","-83"
"05/29/2023 04:42:17 pm","8.2","-89"
"05/29/2023 04:42:06 pm","6.8","-90"
"05/29/2023 04:41:43 pm","-0.5",""
"05/29/2023 04:41:43 pm","","-90"
"05/29/2023 04:41:33 pm","10.8",""
"05/29/2023 04:41:33 pm","","-87"
"05/29/2023 04:41:21 pm","10.5","-90"
"05/29/2023 04:41:11 pm","11.8",""
"05/29/2023 04:41:11 pm","","-85"
"05/29/2023 04:41:00 pm","10.5","-79"
"05/29/2023 04:40:38 pm","10",""
"05/29/2023 04:40:38 pm","","-86"
"05/29/2023 04:40:15 pm","11",""
"05/29/2023 04:40:15 pm","","-87"
"05/29/2023 04:40:04 pm","8.5","-78"
"05/29/2023 04:39:53 pm","10.5",""
"05/29/2023 04:39:53 pm","","-85"
"05/29/2023 04:39:42 pm","9.8",""
"05/29/2023 04:39:42 pm","","-81"
"05/29/2023 04:39:20 pm","5.2","-91"
"05/29/2023 04:38:58 pm","8.2","-82"
"05/29/2023 04:38:36 pm","10.2","-84"
"05/29/2023 04:38:25 pm","11","-82"
"05/29/2023 04:38:14 pm","8.8","-79"
"05/29/2023 04:38:05 pm","8.8","-79"
"05/29/2023 04:36:37 pm","6.5","-88"
"05/29/2023 04:29:37 pm","8.5",""
"05/29/2023 04:29:37 pm","","-87"
"05/29/2023 04:28:53 pm","8.8","-85"
"05/29/2023 04:28:42 pm","7.8",""
"05/29/2023 04:28:42 pm","","-87"
"05/29/2023 04:28:31 pm","4.5","-91"
"05/29/2023 04:28:20 pm","8.8",""
"05/29/2023 04:28:20 pm","","-87"
"05/29/2023 04:28:09 pm","10.2",""
"05/29/2023 04:28:09 pm","","-89"
"05/29/2023 04:27:47 pm","8.8","-87"
"05/29/2023 04:27:25 pm","10",""
"05/29/2023 04:27:25 pm","","-89"
"05/29/2023 04:27:14 pm","9.5","-93"
"05/29/2023 04:27:03 pm","7.2","-87"
"05/29/2023 04:26:52 pm","10.2","-93"
"05/29/2023 04:26:41 pm","12.2",""
"05/29/2023 04:26:41 pm","","-87"
"05/29/2023 04:26:30 pm","7.8",""
"05/29/2023 04:26:30 pm","","-84"
"05/29/2023 04:26:08 pm","6.2","-81"
"05/29/2023 04:25:59 pm","7.2",""
"05/29/2023 04:25:59 pm","","-87"
"05/29/2023 04:20:51 pm","7.8","-95"
"05/29/2023 04:20:40 pm","6.8","-89"
"05/29/2023 04:20:29 pm","8.5",""
"05/29/2023 04:20:29 pm","","-85"
"05/29/2023 04:20:18 pm","7.5","-79"
"05/29/2023 04:20:07 pm","9.5","-81"
"05/29/2023 04:19:45 pm","8","-100"
"05/29/2023 04:19:34 pm","8.5",""
"05/29/2023 04:19:34 pm","","-79"
"05/29/2023 04:19:23 pm","8.2","-84"
"05/29/2023 04:19:12 pm","9.2","-84"
"05/29/2023 04:19:01 pm","4.5","-88"
"05/29/2023 04:18:39 pm","10","-85"
"05/29/2023 04:18:28 pm","8.5","-84"
"05/29/2023 04:18:17 pm","9",""
"05/29/2023 04:18:17 pm","","-82"
"05/29/2023 04:17:55 pm","10.2","-85"
"05/29/2023 04:17:45 pm","6","-84"
"05/29/2023 04:15:29 pm","6",""
"05/29/2023 04:15:29 pm","","-87"
"05/22/2023 05:09:30 pm","9.5",""
"05/22/2023 05:09:30 pm","","-85"
